"~start_node_id","~start_node_labels","~start_node_property_name","~start_node_property_attributes","~start_node_property_id","~relationship_type","~end_node_id","~end_node_labels","~end_node_property_name","~end_node_property_id","~end_node_property_desc","~start_node_property_desc","~end_node_property_gloss","~start_node_property_gloss","~start_node_property_classes","~end_node_property_attributes","~end_node_property_kind"
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:379","elementSpec","undo",,"undo","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:643","ClassSpec","att.spanning","att.spanning","provides attributes for elements which delimit a span of text by pointing mechanisms rather than by enclosing it.","['indicates one or more marked-up interventions in a document which have subsequently been marked for cancellation.']",,"[]","['att.global','att.dimensions','att.spanning','att.transcriptional','model.linePart','model.pPart.transcriptional']","['spanTo']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:35","elementSpec","rendition",,"rendition","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:644","ClassSpec","att.styleDef","att.styleDef","provides attributes to specify the name of a formal definition language used to provide formatting or rendition information.","['supplies information about the rendition or appearance of one or more elements in the source text.']",,"['rendition']","['att.global','att.styleDef']","['scheme','schemeVersion']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:36","elementSpec","styleDefDecl",,"styleDefDecl","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:644","ClassSpec","att.styleDef","att.styleDef","provides attributes to specify the name of a formal definition language used to provide formatting or rendition information.","['specifies the name of the formal language in which style or renditional information is supplied elsewhere in the document. The specific version of the scheme may also be supplied.']",,"['style definition language declaration']","['att.global','att.declarable','att.styleDef','model.encodingDescPart']","['scheme','schemeVersion']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:458","elementSpec","cell",,"cell","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:645","ClassSpec","att.tableDecoration","att.tableDecoration",,"['contains one cell of a table.']",,"['cell']","['att.global','att.tableDecoration']","['rows','cols']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:12","elementSpec","idno",,"idno","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['supplies any form of identifier used to identify some object','such as a bibliographic item','a person','a title','an organization','etc. in a standardized way.']",,"['identifier']","['att.global','att.cmc','att.datable','att.sortable','att.typed','model.msItemPart','model.nameLike','model.personPart','model.publicationStmtPart.detail']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:20","elementSpec","schemaRef",,"schemaRef","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['describes or points to a related customization or schema file.']",,"['schema reference']","['att.global','att.resourced','att.typed','model.encodingDescPart']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:50","elementSpec","unitDef",,"unitDef","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['contains descriptive information related to a specific unit of measurement.']",,"['unit definition']","['att.global','att.canonical','att.datable','att.typed']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:53","elementSpec","application",,"application","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['provides information about an application which has acted upon the document.']",,"[]","['att.global','att.datable','att.typed','model.applicationLike']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:65","elementSpec","calendar",,"calendar","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['describes a calendar or dating system used in a dating formula in the text.']",,"['calendar']","['att.global','att.pointing','att.typed']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:67","elementSpec","correspAction",,"correspAction","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['contains a structured description of the place','the name of a person/organization and the date related to the sending/receiving of a message or any other action related to the correspondence.']",,"['correspondence action']","['att.global','att.sortable','att.typed','model.correspDescPart']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:69","elementSpec","xenoData",,"xenoData","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['provides a container element into which metadata in non-TEI formats may be placed.']",,"['non-TEI metadata']","['att.global','att.declarable','att.typed','model.standOffPart','model.teiHeaderPart']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:76","elementSpec","distinct",,"distinct","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['identifies any word or phrase which is regarded as linguistically distinct','for example as archaic','technical','dialectal','non-preferred','etc.','or as forming part of a sublanguage.']",,"[]","['att.global','att.cmc','att.typed','model.emphLike']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:78","elementSpec","quote",,"quote","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","[]",,"[]","[]","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:83","elementSpec","desc",,"desc","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['contains a short description of the purpose','function','or use of its parent element','or when the parent is a documentation element','describes or defines the object being documented.']",,"[]","['att.global','att.cmc','att.translatable','att.typed','model.descLike','model.labelLike']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:84","elementSpec","gloss",,"gloss","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['identifies a phrase or word used to provide a gloss or definition for some other word or phrase.']",,"['gloss']","['att.global','att.cReferencing','att.cmc','att.declaring','att.pointing','att.translatable','att.typed','model.emphLike','model.identEquiv']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:85","elementSpec","term",,"term","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['contains a single-word','multi-word','or symbolic designation which is regarded as a technical term.']",,"['term']","['att.global','att.cReferencing','att.canonical','att.cmc','att.declaring','att.pointing','att.sortable','att.typed','model.emphLike']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:86","elementSpec","ruby",,"ruby","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['contains a passage of base text along with its associated ruby gloss(es).']",,"['ruby container']","['att.global','att.cmc','att.typed','model.phrase']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:87","elementSpec","rb",,"rb","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['contains the base text annotated by a ruby gloss.']",,"['ruby base']","['att.global','att.typed']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:90","elementSpec","corr",,"corr","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['contains the correct form of a passage apparently erroneous in the copy text.']",,"['correction']","['att.global','att.cmc','att.editLike','att.typed','model.choicePart','model.pPart.transcriptional']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:96","elementSpec","add",,"add","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['contains letters','words','or phrases inserted in the source text by an author','scribe','or a previous annotator or corrector.']",,"['addition']","['att.global','att.cmc','att.dimensions','att.transcriptional','att.typed','model.linePart','model.pPart.transcriptional']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:97","elementSpec","del",,"del","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['contains a letter','word','or passage deleted','marked as deleted','or otherwise indicated as superfluous or spurious in the copy text by an author','scribe','or a previous annotator or corrector.']",,"['deletion']","['att.global','att.cmc','att.dimensions','att.transcriptional','att.typed','model.linePart','model.pPart.transcriptional']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:99","elementSpec","name",,"name","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","[]",,"[]","[]","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:100","elementSpec","rs",,"rs","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['contains a general purpose name or referring string.']",,"['referencing string']","['att.global','att.cmc','att.naming','att.typed','model.nameLike']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:107","elementSpec","num",,"num","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['contains a number','written in any form.']",,"['number']","['att.global','att.cmc','att.ranging','att.typed','model.measureLike']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:108","elementSpec","measure",,"measure","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['contains a word or phrase referring to some quantity of an object or commodity','usually comprising a number','a unit','and a commodity name.']",,"['measure']","['att.global','att.cmc','att.measurement','att.ranging','att.typed','model.measureLike']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:109","elementSpec","measureGrp",,"measureGrp","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['contains a group of dimensional specifications which relate to the same object','for example the height and width of a manuscript page.']",,"['measure group']","['att.global','att.cmc','att.measurement','att.typed','model.measureLike']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:110","elementSpec","unit",,"unit","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['contains a symbol','a word or a phrase referring to a unit of measurement in any kind of formal or informal system.']",,"[]","['att.global','att.cmc','att.measurement','att.typed','model.measureLike']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:111","elementSpec","date",,"date","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","[]",,"[]","[]","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:112","elementSpec","time",,"time","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['contains a phrase defining a time of day in any format.']",,"['time']","['att.global','att.calendarSystem','att.canonical','att.cmc','att.datable','att.dimensions','att.duration','att.editLike','att.typed','model.dateLike']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:113","elementSpec","abbr",,"abbr","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","[]",,"[]","[]","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:115","elementSpec","ptr",,"ptr","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['defines a pointer to another location.']",,"['pointer']","['att.global','att.cReferencing','att.cmc','att.declaring','att.internetMedia','att.pointing','att.typed','model.annotationPart.body','model.ptrLike']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:116","elementSpec","ref",,"ref","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['defines a reference to another location','possibly modified by additional text or comment.']",,"['reference']","['att.global','att.cReferencing','att.cmc','att.declaring','att.internetMedia','att.pointing','att.typed','model.annotationPart.body','model.ptrLike']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:117","elementSpec","list",,"list","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['contains any sequence of items organized as a list.']",,"['list']","['att.global','att.cmc','att.sortable','att.typed','model.listLike']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:119","elementSpec","label",,"label","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['contains any label or heading used to identify part of a text','typically but not exclusively in a list or glossary.']",,"['label']","['att.global','att.cmc','att.placement','att.typed','att.written','model.labelLike']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:120","elementSpec","head",,"head","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['contains any type of heading','for example the title of a section','or the heading of a list','glossary','manuscript description','etc.']",,"['heading']","['att.global','att.cmc','att.placement','att.typed','att.written','model.headLike','model.pLike.front']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:123","elementSpec","note",,"note","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['contains a note or annotation.']",,"['note']","['att.global','att.anchoring','att.cmc','att.placement','att.pointing','att.typed','att.written','model.annotationLike','model.annotationPart.body','model.correspActionPart','model.correspContextPart','model.correspDescPart','model.noteLike']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:124","elementSpec","noteGrp",,"noteGrp","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['contains a group of notes.']",,"['note group']","['att.global','att.anchoring','att.cmc','att.placement','att.pointing','att.typed','att.written','model.correspActionPart','model.correspContextPart','model.correspDescPart','model.noteLike']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:126","elementSpec","media",,"media","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['indicates the location of any form of external media such as an audio or video clip etc.']",,"[]","['att.global','att.cmc','att.declaring','att.media','att.resourced','att.timed','att.typed','model.graphicLike','model.recordingPart']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:127","elementSpec","graphic",,"graphic","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","[]",,"[]","[]","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:130","elementSpec","binaryObject",,"binaryObject","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['provides encoded binary data representing an inline graphic','audio','video or other object.']",,"[]","['att.global','att.cmc','att.media','att.timed','att.typed','model.graphicLike','model.titlepagePart']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:131","elementSpec","milestone",,"milestone","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['marks a boundary point separating any kind of section of a text','typically but not necessarily indicating a point at which some part of a standard reference system changes','where the change is not represented by a structural element.']",,"['milestone']","['att.global','att.breaking','att.cmc','att.edition','att.milestoneUnit','att.spanning','att.typed','model.milestoneLike']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:134","elementSpec","lb",,"lb","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['marks the beginning of a topographic line in some edition or version of a text.']",,"['line beginning']","['att.global','att.breaking','att.cmc','att.edition','att.spanning','att.typed','model.milestoneLike']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:135","elementSpec","cb",,"cb","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['marks the beginning of a new column of a text on a multi-column page.']",,"['column beginning']","['att.global','att.breaking','att.cmc','att.edition','att.spanning','att.typed','model.milestoneLike']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:143","elementSpec","title",,"title","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['contains a title for any kind of work.']",,"['title']","['att.global','att.canonical','att.cmc','att.datable','att.typed','model.emphLike','model.msQuoteLike']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:150","elementSpec","bibl",,"bibl","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['contains a loosely-structured bibliographic citation of which the sub-components may or may not be explicitly tagged.']",,"['bibliographic citation']","['att.global','att.canonical','att.cmc','att.declarable','att.docStatus','att.sortable','att.typed','model.biblLike','model.biblPart']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:151","elementSpec","biblStruct",,"biblStruct","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['contains a structured bibliographic citation','in which only bibliographic sub-elements appear and in a specified order.']",,"['structured bibliographic citation']","['att.global','att.canonical','att.cmc','att.declarable','att.docStatus','att.sortable','att.typed','model.biblLike']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:152","elementSpec","listBibl",,"listBibl","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","[]",,"['citation list']","['att.global','att.cmc','att.declarable','att.sortable','att.typed','model.biblLike','model.frontPart']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:153","elementSpec","relatedItem",,"relatedItem","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['contains or references some other bibliographic item which is related to the present one in some specified manner','for example as a constituent or alternative version of it.']",,"[]","['att.global','att.typed','model.biblPart']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:155","elementSpec","lg",,"lg","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['contains one or more verse lines functioning as a formal unit','e.g. a stanza','refrain','verse paragraph','etc.']",,"['line group']","['att.global','att.cmc','att.declaring','att.divLike','att.typed','model.divPart','model.paraPart']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:164","elementSpec","floatingText",,"floatingText","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['contains a single text of any kind','whether unitary or composite','which interrupts the text containing it at any point and after which the surrounding text resumes.']",,"['floating text']","['att.global','att.cmc','att.declaring','att.typed','model.attributable']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:166","elementSpec","div1",,"div1","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['contains a first-level subdivision of the front','body','or back of a text.']",,"['level-1 text division']","['att.global','att.declaring','att.divLike','att.typed','model.div1Like']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:167","elementSpec","div2",,"div2","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['contains a second-level subdivision of the front','body','or back of a text.']",,"['level-2 text division']","['att.global','att.declaring','att.divLike','att.typed','model.div2Like']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:168","elementSpec","div3",,"div3","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['contains a third-level subdivision of the front','body','or back of a text.']",,"['level-3 text division']","['att.global','att.declaring','att.divLike','att.typed','model.div3Like']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:169","elementSpec","div4",,"div4","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['contains a fourth-level subdivision of the front','body','or back of a text.']",,"['level-4 text division']","['att.global','att.declaring','att.divLike','att.typed','model.div4Like']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:172","elementSpec","div7",,"div7","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['contains the smallest possible subdivision of the front','body or back of a text','larger than a paragraph.']",,"['level-7 text division']","['att.global','att.declaring','att.divLike','att.typed','model.div7Like']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:173","elementSpec","divGen",,"divGen","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['indicates the location at which a textual division generated automatically by a text-processing application is to appear.']",,"['automatically generated text division']","['att.global','att.typed','model.divGenLike','model.frontPart']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:174","elementSpec","trailer",,"trailer","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['contains a closing title or footer appearing at the end of a division of a text.']",,"[]","['att.global','att.cmc','att.placement','att.typed','att.written','model.divBottomPart']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:184","elementSpec","titlePage",,"titlePage","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['contains the title page of a text','appearing within the front or back matter.']",,"['title page']","['att.global','att.typed','model.frontPart']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:186","elementSpec","titlePart",,"titlePart","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['contains a subsection or division of the title of a work','as indicated on a title page.']",,"['title part']","['att.global','att.typed','model.pLike.front','model.titlepagePart']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:194","elementSpec","g",,"g","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['represents a glyph','or a non-standard character.']",,"['character or glyph']","['att.global','att.typed','model.gLike']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:199","elementSpec","mapping",,"mapping","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","[]",,"['character mapping']","['att.global','att.datable','att.typed']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:205","elementSpec","rhyme",,"rhyme","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['marks the rhyming part of a metrical line.']",,"[]","['att.global','att.typed','model.lPart']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:212","elementSpec","castItem",,"castItem","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","['contains a single entry within a cast list','describing either a single role or a list of non-speaking roles.']",,"['cast list item']","['att.global','att.typed']","['type','subtype']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:216","elementSpec","spGrp",,"spGrp","BELONGS_TO_CLASS","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","att.typed","provides attributes that can be used to classify or subclassify elements in any way.","[]",,"['speech group']","['att.global','att.ascribed.directed','att.typed','model.divPart']","['type','subtype']",
