"~start_node_id","~start_node_labels","~start_node_property_name","~start_node_property_attributes","~start_node_property_id","~relationship_type","~end_node_id","~end_node_labels","~end_node_property_name","~end_node_property_id","~end_node_property_desc","~start_node_property_desc","~end_node_property_gloss","~start_node_property_gloss","~start_node_property_classes","~end_node_property_attributes","~end_node_property_kind"
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:611","ClassSpec","att.ascribed","['who']","att.ascribed","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:825","AttDef","who","who","indicates the person, or group of people, to whom the element content is ascribed.",,,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:612","ClassSpec","att.breaking","['break']","att.breaking","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:826","AttDef","break","break","indicates whether or not the element bearing this attribute should be considered to mark the end of an orthographic token in the same way as whitespace.","provides attributes to indicate whether or not the element concerned is considered to mark the end of an orthographic token in the same way as whitespace.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:613","ClassSpec","att.cReferencing","['cRef']","att.cReferencing","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:827","AttDef","cRef","cRef",,,"canonical reference",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:614","ClassSpec","att.canonical","['key','ref']","att.canonical","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:828","AttDef","key","key","the identifier used for this datatype specification","provides attributes that can be used to associate a representation such as a name or title with canonical information about the object being named or referenced.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:614","ClassSpec","att.canonical","['key','ref']","att.canonical","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:829","AttDef","ref","ref","a pointer to a datatype defined in some datatype library","provides attributes that can be used to associate a representation such as a name or title with canonical information about the object being named or referenced.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:615","ClassSpec","att.citing","['unit','from','to']","att.citing","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:830","AttDef","unit","unit","provides a name for the kind of unit delimited by this punctuation mark.","provides attributes for specifying the specific part of a bibliographic item being cited.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:615","ClassSpec","att.citing","['unit','from','to']","att.citing","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:831","AttDef","from","from","gives the identifier of the node which is adjacent from this arc.","provides attributes for specifying the specific part of a bibliographic item being cited.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:615","ClassSpec","att.citing","['unit','from','to']","att.citing","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:832","AttDef","to","to","gives the identifier of the node which is adjacent to this arc.","provides attributes for specifying the specific part of a bibliographic item being cited.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:616","ClassSpec","att.cmc","['generatedBy']","att.cmc","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:833","AttDef","generatedBy","generatedBy","categorizes how the content of an element was generated in a CMC environment.",,"generated by",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:617","ClassSpec","att.datable.custom","['when-custom','notBefore-custom','notAfter-custom','from-custom','to-custom','datingPoint','datingMethod']","att.datable.custom","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:834","AttDef","when-custom","when-custom","supplies the value of a date or time in some custom standard form.","provides attributes for normalization of elements that contain datable events to a custom dating system (i.e. other than the Gregorian used by W3 and ISO).",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:617","ClassSpec","att.datable.custom","['when-custom','notBefore-custom','notAfter-custom','from-custom','to-custom','datingPoint','datingMethod']","att.datable.custom","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:835","AttDef","notBefore-custom","notBefore-custom","specifies the earliest possible date for the event in some custom standard form.","provides attributes for normalization of elements that contain datable events to a custom dating system (i.e. other than the Gregorian used by W3 and ISO).",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:617","ClassSpec","att.datable.custom","['when-custom','notBefore-custom','notAfter-custom','from-custom','to-custom','datingPoint','datingMethod']","att.datable.custom","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:836","AttDef","notAfter-custom","notAfter-custom","specifies the latest possible date for the event in some custom standard form.","provides attributes for normalization of elements that contain datable events to a custom dating system (i.e. other than the Gregorian used by W3 and ISO).",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:617","ClassSpec","att.datable.custom","['when-custom','notBefore-custom','notAfter-custom','from-custom','to-custom','datingPoint','datingMethod']","att.datable.custom","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:837","AttDef","from-custom","from-custom","indicates the starting point of the period in some custom standard form.","provides attributes for normalization of elements that contain datable events to a custom dating system (i.e. other than the Gregorian used by W3 and ISO).",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:617","ClassSpec","att.datable.custom","['when-custom','notBefore-custom','notAfter-custom','from-custom','to-custom','datingPoint','datingMethod']","att.datable.custom","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:838","AttDef","to-custom","to-custom","indicates the ending point of the period in some custom standard form.","provides attributes for normalization of elements that contain datable events to a custom dating system (i.e. other than the Gregorian used by W3 and ISO).",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:617","ClassSpec","att.datable.custom","['when-custom','notBefore-custom','notAfter-custom','from-custom','to-custom','datingPoint','datingMethod']","att.datable.custom","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:839","AttDef","datingPoint","datingPoint","supplies a pointer to some location defining a named point in time with reference to which the datable item is understood to have occurred.","provides attributes for normalization of elements that contain datable events to a custom dating system (i.e. other than the Gregorian used by W3 and ISO).",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:617","ClassSpec","att.datable.custom","['when-custom','notBefore-custom','notAfter-custom','from-custom','to-custom','datingPoint','datingMethod']","att.datable.custom","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:840","AttDef","datingMethod","datingMethod",,"provides attributes for normalization of elements that contain datable events to a custom dating system (i.e. other than the Gregorian used by W3 and ISO).",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:618","ClassSpec","att.datable.w3c","['when','notBefore','notAfter','from','to']","att.datable.w3c","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:831","AttDef","from","from","gives the identifier of the node which is adjacent from this arc.",,,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:618","ClassSpec","att.datable.w3c","['when','notBefore','notAfter','from','to']","att.datable.w3c","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:832","AttDef","to","to","gives the identifier of the node which is adjacent to this arc.",,,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:618","ClassSpec","att.datable.w3c","['when','notBefore','notAfter','from','to']","att.datable.w3c","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:841","AttDef","when","when","supplies the value of the date or time in a standard form, e.g. yyyy-mm-dd.",,,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:618","ClassSpec","att.datable.w3c","['when','notBefore','notAfter','from','to']","att.datable.w3c","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:842","AttDef","notBefore","notBefore","specifies the earliest possible date for the event in standard form, e.g. yyyy-mm-dd.",,,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:618","ClassSpec","att.datable.w3c","['when','notBefore','notAfter','from','to']","att.datable.w3c","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:843","AttDef","notAfter","notAfter","specifies the latest possible date for the event in standard form, e.g. yyyy-mm-dd.",,,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:620","ClassSpec","att.declarable","['default']","att.declarable","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:847","AttDef","default","default","indicates whether or not this element is selected by default when its parent is selected.",,,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:621","ClassSpec","att.declaring","['decls']","att.declaring","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:848","AttDef","decls","decls",,"provides attributes for elements which may be independently associated with a particular declarable element within the header, thus overriding the inherited default for that element.","declarations",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:622","ClassSpec","att.docStatus","['status']","att.docStatus","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:849","AttDef","status","status","indicates the degree of correction applied to the text.","provides attributes for use on metadata elements describing the status of a document.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:623","ClassSpec","att.duration.w3c","['dur']","att.duration.w3c","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:850","AttDef","dur","dur","indicates the length of this element in time.","provides attributes for recording normalized temporal durations.","duration",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:624","ClassSpec","att.editLike","['evidence','instant']","att.editLike","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:851","AttDef","evidence","evidence","indicates support for the listed personal pronouns.","provides attributes describing the nature of an encoded scholarly intervention or interpretation of any kind.","evidence",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:624","ClassSpec","att.editLike","['evidence','instant']","att.editLike","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:852","AttDef","instant","instant",,"provides attributes describing the nature of an encoded scholarly intervention or interpretation of any kind.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:625","ClassSpec","att.edition","['ed','edRef']","att.edition","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:853","AttDef","ed","ed","supplies a sigil or other arbitrary identifier for the source edition in which the associated feature (for example, a page, column, or line beginning) occurs at this point in the text.","provides attributes identifying the source edition from which some encoded feature derives.","edition",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:625","ClassSpec","att.edition","['ed','edRef']","att.edition","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:854","AttDef","edRef","edRef","provides a pointer to the source edition in which the associated feature (for example, a page, column, or line beginning) occurs at this point in the text.","provides attributes identifying the source edition from which some encoded feature derives.","edition reference",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:626","ClassSpec","att.fragmentable","['part']","att.fragmentable","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:855","AttDef","part","part","specifies whether or not its parent element is fragmented in some way, typically by some other overlapping structure: for example a speech which is divided between two or more verse stanzas, a paragraph which is split across a page division, a verse line which is divided between two speakers.",,,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:627","ClassSpec","att.global.rendition","['rend','rendition']","att.global.rendition","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:856","AttDef","rend","rend",,,,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:627","ClassSpec","att.global.rendition","['rend','rendition']","att.global.rendition","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:858","AttDef","rendition","rendition","points to a description of the rendering or presentation used for this element in the source text.",,,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:630","ClassSpec","att.indentation","['indentLevel']","att.indentation","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:862","AttDef","indentLevel","indentLevel","specifies the level of indentation of an item using a numeric value.","provides attributes for describing the indentation of a textual element on the source page or object.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:631","ClassSpec","att.internetMedia","['mimeType']","att.internetMedia","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:863","AttDef","mimeType","mimeType",,"provides attributes for specifying the type of a computer resource using a standard taxonomy.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:632","ClassSpec","att.interpLike","['type','subtype','inst']","att.interpLike","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:864","AttDef","type","type","specifies the extensibility of the list of values specified.",,,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:632","ClassSpec","att.interpLike","['type','subtype','inst']","att.interpLike","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:865","AttDef","subtype","subtype","provides a sub-categorization of the element, if needed.",,"subtype",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:632","ClassSpec","att.interpLike","['type','subtype','inst']","att.interpLike","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:866","AttDef","inst","inst","points to instances of the analysis or interpretation represented by the current element.",,"instances",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:634","ClassSpec","att.milestoneUnit","['unit']","att.milestoneUnit","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:830","AttDef","unit","unit","provides a name for the kind of unit delimited by this punctuation mark.","provides attributes to indicate the type of section which is changing at a specific milestone.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:635","ClassSpec","att.notated","['notation']","att.notated","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:870","AttDef","notation","notation","names the notation used for the content of the element.","provides attributes to indicate any specialised notation used for element content.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:636","ClassSpec","att.placement","['place']","att.placement","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:871","AttDef","place","place","specifies where this item is placed.","provides attributes for describing where on the source page or object a textual element appears.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:637","ClassSpec","att.pointing","['targetLang','target','evaluate']","att.pointing","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:872","AttDef","targetLang","targetLang","specifies which language to use when creating the objects in a schema if names for elements or attributes are available in more than one language.","provides a set of attributes used by all elements which point to other elements by means of one or more URI references.","target language",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:637","ClassSpec","att.pointing","['targetLang','target','evaluate']","att.pointing","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:873","AttDef","target","target","points at the specification group which logically belongs here.","provides a set of attributes used by all elements which point to other elements by means of one or more URI references.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:637","ClassSpec","att.pointing","['targetLang','target','evaluate']","att.pointing","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:874","AttDef","evaluate","evaluate","specifies the intended meaning when the target of a pointer is itself a pointer.","provides a set of attributes used by all elements which point to other elements by means of one or more URI references.","evaluate",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:638","ClassSpec","att.ranging","['atLeast','atMost','min','max','confidence']","att.ranging","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:875","AttDef","atLeast","atLeast","gives a minimum estimated value for the approximate measurement.","provides attributes for describing numerical ranges.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:638","ClassSpec","att.ranging","['atLeast','atMost','min','max','confidence']","att.ranging","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:876","AttDef","atMost","atMost","gives a maximum estimated value for the approximate measurement.","provides attributes for describing numerical ranges.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:638","ClassSpec","att.ranging","['atLeast','atMost','min','max','confidence']","att.ranging","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:877","AttDef","min","min","supplies the minumum number of times the element must occur in elements which use this model class in their content model","provides attributes for describing numerical ranges.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:638","ClassSpec","att.ranging","['atLeast','atMost','min','max','confidence']","att.ranging","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:878","AttDef","max","max","supplies the maximum number of times the element can occur in elements which use this model class in their content model","provides attributes for describing numerical ranges.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:638","ClassSpec","att.ranging","['atLeast','atMost','min','max','confidence']","att.ranging","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:879","AttDef","confidence","confidence",,"provides attributes for describing numerical ranges.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:639","ClassSpec","att.resourced","['url']","att.resourced","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:880","AttDef","url","url","refers to a non-TEI module of RELAX NG code by external location","provides attributes by which a resource (such as an externally held media file) may be located.","uniform resource locator",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:640","ClassSpec","att.scope","['scope']","att.scope","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:881","AttDef","scope","scope",,,,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:641","ClassSpec","att.scoping","['target','match']","att.scoping","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:873","AttDef","target","target","points at the specification group which logically belongs here.","provides attributes for selecting particular elements within a document.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:641","ClassSpec","att.scoping","['target','match']","att.scoping","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:882","AttDef","match","match",,"provides attributes for selecting particular elements within a document.","match",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:642","ClassSpec","att.sortable","['sortKey']","att.sortable","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:883","AttDef","sortKey","sortKey","supplies the sort key for this element in an index, list or group which contains it.","provides attributes for elements in lists or groups that are sortable, but whose sorting key cannot be derived mechanically from the element content.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:643","ClassSpec","att.spanning","['spanTo']","att.spanning","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:884","AttDef","spanTo","spanTo","indicates the end of a span initiated by the element bearing this attribute.","provides attributes for elements which delimit a span of text by pointing mechanisms rather than by enclosing it.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:644","ClassSpec","att.styleDef","['scheme','schemeVersion']","att.styleDef","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:885","AttDef","scheme","scheme","supplies the name of the language in which the constraints are defined","provides attributes to specify the name of a formal definition language used to provide formatting or rendition information.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:644","ClassSpec","att.styleDef","['scheme','schemeVersion']","att.styleDef","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:886","AttDef","schemeVersion","schemeVersion",,"provides attributes to specify the name of a formal definition language used to provide formatting or rendition information.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:645","ClassSpec","att.tableDecoration","['rows','cols']","att.tableDecoration","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:888","AttDef","rows","rows","indicates the number of rows in the table.",,"rows",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:645","ClassSpec","att.tableDecoration","['rows','cols']","att.tableDecoration","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:889","AttDef","cols","cols","indicates the number of columns in each row of the table.",,"columns",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","['type','subtype']","att.typed","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:864","AttDef","type","type","specifies the extensibility of the list of values specified.","provides attributes that can be used to classify or subclassify elements in any way.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:646","ClassSpec","att.typed","['type','subtype']","att.typed","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:865","AttDef","subtype","subtype","provides a sub-categorization of the element, if needed.","provides attributes that can be used to classify or subclassify elements in any way.","subtype",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:647","ClassSpec","att.written","['hand']","att.written","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:890","AttDef","hand","hand",,,,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:648","ClassSpec","att.ascribed.directed","['toWhom']","att.ascribed.directed","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:891","AttDef","toWhom","toWhom","indicates the person, or group of people, to whom a speech act or action is directed.","provides attributes for elements representing speech or action that can be directed at a group or individual.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:649","ClassSpec","att.datable","['period']","att.datable","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:892","AttDef","period","period",,"provides attributes for normalization of elements that contain dates, times, or datable events.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:650","ClassSpec","att.dimensions","['unit','quantity','extent','precision','scope']","att.dimensions","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:830","AttDef","unit","unit","provides a name for the kind of unit delimited by this punctuation mark.","provides attributes for describing the size of physical objects.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:650","ClassSpec","att.dimensions","['unit','quantity','extent','precision','scope']","att.dimensions","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:868","AttDef","quantity","quantity","specifies the length in the units specified","provides attributes for describing the size of physical objects.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:650","ClassSpec","att.dimensions","['unit','quantity','extent','precision','scope']","att.dimensions","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:881","AttDef","scope","scope",,"provides attributes for describing the size of physical objects.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:650","ClassSpec","att.dimensions","['unit','quantity','extent','precision','scope']","att.dimensions","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:893","AttDef","extent","extent","indicates whether the pronunciation or orthography applies to all or part of a word.","provides attributes for describing the size of physical objects.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:650","ClassSpec","att.dimensions","['unit','quantity','extent','precision','scope']","att.dimensions","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:894","AttDef","precision","precision",,"provides attributes for describing the size of physical objects.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:651","ClassSpec","att.divLike","['org','sample']","att.divLike","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:895","AttDef","org","org",,"provides attributes common to all elements which behave in the same way as divisions.","organization",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:651","ClassSpec","att.divLike","['org','sample']","att.divLike","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:896","AttDef","sample","sample","indicates whether this division is a sample of the original source and if so, from which part.","provides attributes common to all elements which behave in the same way as divisions.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:653","ClassSpec","att.global","['xml:id','n','xml:base','xml:space']","att.global","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:897","AttDef","xml:id","xml:id",,"provides attributes common to all elements in the TEI encoding scheme.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:653","ClassSpec","att.global","['xml:id','n','xml:base','xml:space']","att.global","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:898","AttDef","n","n","gives a number (or other label) for an element, which is not necessarily unique within the document.","provides attributes common to all elements in the TEI encoding scheme.","number",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:653","ClassSpec","att.global","['xml:id','n','xml:base','xml:space']","att.global","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:900","AttDef","xml:base","xml:base","provides a base URI reference with which applications can resolve relative URI references into absolute URI references.","provides attributes common to all elements in the TEI encoding scheme.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:653","ClassSpec","att.global","['xml:id','n','xml:base','xml:space']","att.global","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:901","AttDef","xml:space","xml:space","signals an intention about how white space should be managed by applications.","provides attributes common to all elements in the TEI encoding scheme.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:654","ClassSpec","att.handFeatures","['scribe','scribeRef','script','scriptRef','medium']","att.handFeatures","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:902","AttDef","scribe","scribe","gives a name or other identifier for the scribe believed to be responsible for this hand.","provides attributes describing aspects of the hand in which a manuscript is written.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:654","ClassSpec","att.handFeatures","['scribe','scribeRef','script','scriptRef','medium']","att.handFeatures","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:903","AttDef","scribeRef","scribeRef",,"provides attributes describing aspects of the hand in which a manuscript is written.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:654","ClassSpec","att.handFeatures","['scribe','scribeRef','script','scriptRef','medium']","att.handFeatures","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:904","AttDef","script","script",,"provides attributes describing aspects of the hand in which a manuscript is written.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:654","ClassSpec","att.handFeatures","['scribe','scribeRef','script','scriptRef','medium']","att.handFeatures","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:905","AttDef","scriptRef","scriptRef",,"provides attributes describing aspects of the hand in which a manuscript is written.",,,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:654","ClassSpec","att.handFeatures","['scribe','scribeRef','script','scriptRef','medium']","att.handFeatures","HAS_ATTRIBUTE","4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:906","AttDef","medium","medium",,"provides attributes describing aspects of the hand in which a manuscript is written.",,,,,
