"~id","~labels","gloss","name","id","desc","attributes","classes","kind"
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:823","AttDef","anchored","anchored","anchored","indicates whether the copy text shows the exact place of reference for the note.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:824","AttDef","target end","targetEnd","targetEnd","points to the end of the span to which the note is attached, if the note is not embedded in the text at that point.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:825","AttDef",,"who","who","indicates the person, or group of people, to whom the element content is ascribed.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:826","AttDef",,"break","break","indicates whether or not the element bearing this attribute should be considered to mark the end of an orthographic token in the same way as whitespace.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:827","AttDef","canonical reference","cRef","cRef",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:828","AttDef",,"key","key","the identifier used for this datatype specification",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:829","AttDef",,"ref","ref","a pointer to a datatype defined in some datatype library",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:830","AttDef",,"unit","unit","provides a name for the kind of unit delimited by this punctuation mark.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:831","AttDef",,"from","from","gives the identifier of the node which is adjacent from this arc.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:832","AttDef",,"to","to","gives the identifier of the node which is adjacent to this arc.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:833","AttDef","generated by","generatedBy","generatedBy","categorizes how the content of an element was generated in a CMC environment.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:834","AttDef",,"when-custom","when-custom","supplies the value of a date or time in some custom standard form.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:835","AttDef",,"notBefore-custom","notBefore-custom","specifies the earliest possible date for the event in some custom standard form.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:836","AttDef",,"notAfter-custom","notAfter-custom","specifies the latest possible date for the event in some custom standard form.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:837","AttDef",,"from-custom","from-custom","indicates the starting point of the period in some custom standard form.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:838","AttDef",,"to-custom","to-custom","indicates the ending point of the period in some custom standard form.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:839","AttDef",,"datingPoint","datingPoint","supplies a pointer to some location defining a named point in time with reference to which the datable item is understood to have occurred.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:840","AttDef",,"datingMethod","datingMethod",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:841","AttDef",,"when","when","supplies the value of the date or time in a standard form, e.g. yyyy-mm-dd.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:842","AttDef",,"notBefore","notBefore","specifies the earliest possible date for the event in standard form, e.g. yyyy-mm-dd.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:843","AttDef",,"notAfter","notAfter","specifies the latest possible date for the event in standard form, e.g. yyyy-mm-dd.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:844","AttDef",,"datcat","datcat",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:845","AttDef",,"valueDatcat","valueDatcat",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:846","AttDef",,"targetDatcat","targetDatcat",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:847","AttDef",,"default","default","indicates whether or not this element is selected by default when its parent is selected.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:848","AttDef","declarations","decls","decls",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:849","AttDef",,"status","status","indicates the degree of correction applied to the text.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:850","AttDef","duration","dur","dur","indicates the length of this element in time.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:851","AttDef","evidence","evidence","evidence","indicates support for the listed personal pronouns.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:852","AttDef",,"instant","instant",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:853","AttDef","edition","ed","ed","supplies a sigil or other arbitrary identifier for the source edition in which the associated feature (for example, a page, column, or line beginning) occurs at this point in the text.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:854","AttDef","edition reference","edRef","edRef","provides a pointer to the source edition in which the associated feature (for example, a page, column, or line beginning) occurs at this point in the text.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:855","AttDef",,"part","part","specifies whether or not its parent element is fragmented in some way, typically by some other overlapping structure: for example a speech which is divided between two or more verse stanzas, a paragraph which is split across a page division, a verse line which is divided between two speakers.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:856","AttDef",,"rend","rend",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:857","AttDef",,"style","style","contains an expression in some formal style definition language which defines the rendering or presentation used for this element in the source text.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:858","AttDef",,"rendition","rendition","points to a description of the rendering or presentation used for this element in the source text.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:859","AttDef","certainty","cert","cert",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:860","AttDef",,"resp","resp","(responsible party) indicates the individual responsible for identifying and measuring the space.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:861","AttDef",,"source","source","specifies the source from which some aspect of this element is drawn.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:862","AttDef",,"indentLevel","indentLevel","specifies the level of indentation of an item using a numeric value.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:863","AttDef",,"mimeType","mimeType",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:864","AttDef",,"type","type","specifies the extensibility of the list of values specified.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:865","AttDef","subtype","subtype","subtype","provides a sub-categorization of the element, if needed.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:866","AttDef","instances","inst","inst","points to instances of the analysis or interpretation represented by the current element.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:867","AttDef",,"unitRef","unitRef",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:868","AttDef",,"quantity","quantity","specifies the length in the units specified",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:869","AttDef","commodity","commodity","commodity","indicates the substance that is being measured",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:870","AttDef",,"notation","notation","names the notation used for the content of the element.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:871","AttDef",,"place","place","specifies where this item is placed.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:872","AttDef","target language","targetLang","targetLang","specifies which language to use when creating the objects in a schema if names for elements or attributes are available in more than one language.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:873","AttDef",,"target","target","points at the specification group which logically belongs here.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:874","AttDef","evaluate","evaluate","evaluate","specifies the intended meaning when the target of a pointer is itself a pointer.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:875","AttDef",,"atLeast","atLeast","gives a minimum estimated value for the approximate measurement.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:876","AttDef",,"atMost","atMost","gives a maximum estimated value for the approximate measurement.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:877","AttDef",,"min","min","supplies the minumum number of times the element must occur in elements which use this model class in their content model",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:878","AttDef",,"max","max","supplies the maximum number of times the element can occur in elements which use this model class in their content model",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:879","AttDef",,"confidence","confidence",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:880","AttDef","uniform resource locator","url","url","refers to a non-TEI module of RELAX NG code by external location",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:881","AttDef",,"scope","scope",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:882","AttDef","match","match","match",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:883","AttDef",,"sortKey","sortKey","supplies the sort key for this element in an index, list or group which contains it.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:884","AttDef",,"spanTo","spanTo","indicates the end of a span initiated by the element bearing this attribute.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:885","AttDef",,"scheme","scheme","supplies the name of the language in which the constraints are defined",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:886","AttDef",,"schemeVersion","schemeVersion",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:887","AttDef",,"role","role","specifies the role of this group of participants in the interaction.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:888","AttDef","rows","rows","rows","indicates the number of rows in the table.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:889","AttDef","columns","cols","cols","indicates the number of columns in each row of the table.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:890","AttDef",,"hand","hand",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:891","AttDef",,"toWhom","toWhom","indicates the person, or group of people, to whom a speech act or action is directed.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:892","AttDef",,"period","period",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:893","AttDef",,"extent","extent","indicates whether the pronunciation or orthography applies to all or part of a word.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:894","AttDef",,"precision","precision",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:895","AttDef","organization","org","org",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:896","AttDef",,"sample","sample","indicates whether this division is a sample of the original source and if so, from which part.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:897","AttDef",,"xml:id","xml:id",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:898","AttDef","number","n","n","gives a number (or other label) for an element, which is not necessarily unique within the document.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:899","AttDef","language","xml:lang","xml:lang",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:900","AttDef",,"xml:base","xml:base","provides a base URI reference with which applications can resolve relative URI references into absolute URI references.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:901","AttDef",,"xml:space","xml:space","signals an intention about how white space should be managed by applications.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:902","AttDef",,"scribe","scribe","gives a name or other identifier for the scribe believed to be responsible for this hand.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:903","AttDef",,"scribeRef","scribeRef",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:904","AttDef",,"script","script",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:905","AttDef",,"scriptRef","scriptRef",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:906","AttDef",,"medium","medium",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:907","AttDef",,"width","width","Where the media are displayed, indicates the display width.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:908","AttDef",,"height","height","Where the media are displayed, indicates the display height.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:909","AttDef",,"scale","scale","Where the media are displayed, indicates a scale factor to be applied when generating the desired display size.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:910","AttDef","reference to the canonical name","nymRef","nymRef",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:911","AttDef",,"domains","domains","optionally specifies the identifiers of the elements within which all elements indicated by the contents of this element lie.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:912","AttDef","target function","targFunc","targFunc",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:913","AttDef",,"function","function","describes the function (for example status, insertion, deletion, transposition) of the metamark.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:914","AttDef",,"cause","cause","classifies the cause for the variant reading, according to any appropriate typology of possible origins.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:915","AttDef","sequence","seq","seq","assigns a sequence number related to the order in which the encoded features carrying this attribute are believed to have occurred.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:916","AttDef",,"agent","agent","Where the difficulty in transcription arises from damage, categorizes the cause of the damage, if it can be identified.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:917","AttDef",,"degree","degree",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:918","AttDef",,"group","group","assigns an arbitrary number to each stretch of damage regarded as forming part of the same physical phenomenon.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:919","AttDef",,"start","start","specifies entry points to the schema, i.e. which patterns may be used as the root of documents conforming to it.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:920","AttDef",,"end","end","indicates the location within a temporal alignment at which this element ends.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:921","AttDef",,"method","method","indicates which method is used to encode the apparatus of variants.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:922","AttDef",,"marks","marks","indicates whether or not punctation marks have been retained as content within the text.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:923","AttDef","end-of-line","eol","eol","indicates whether or not end-of-line hyphenation has been retained in a text.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:924","AttDef",,"placement","placement","indicates the positioning of punctuation marks that are associated with marked up text as being encoded within the element surrounding the text or immediately before or after it.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:925","AttDef",,"partial","partial",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:926","AttDef","generic identifier","gi","gi",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:927","AttDef",,"occurs","occurs","specifies the number of occurrences of this element within the text.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:928","AttDef","with unique identifier","withId","withId",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:929","AttDef",,"name","name","the name of the facet.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:930","AttDef",,"selector","selector",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:931","AttDef","delimiter","delim","delim","supplies a delimiting string following the reference component.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:932","AttDef","property","property","property","A URI indicating a property definition.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:933","AttDef","use","use","use",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:934","AttDef",,"matchPattern","matchPattern","specifies a regular expression against which the values of other attributes can be matched.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:935","AttDef",,"replacementPattern","replacementPattern",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:936","AttDef",,"ident","ident","supplies the identifier by which this element may be referenced.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:937","AttDef",,"length","length","specifies the fixed length of the reference component.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:938","AttDef",,"datum","datum","supplies a commonly used code name for the datum employed.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:939","AttDef",,"fromUnit","fromUnit",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:940","AttDef",,"toUnit","toUnit",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:941","AttDef",,"formula","formula",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:942","AttDef",,"where","where","specifies the direction of a stage movement.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:943","AttDef",,"version","version","supplies a version number for the encoding conventions used, if any.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:944","AttDef",,"usage","usage","specifies the optionality of the attribute.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:945","AttDef",,"time","time","specifies how the phrase is distinct diachronically.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:946","AttDef",,"space","space","specifies how the phrase is distinct diatopically.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:947","AttDef",,"social","social","specifies how the phrase is distinct diastratically.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:948","AttDef",,"aloud","aloud","may be used to indicate whether the quoted matter is regarded as having been vocalized or signed.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:949","AttDef",,"direct","direct","may be used to indicate whether the quoted matter is regarded as direct or indirect speech.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:950","AttDef",,"reason","reason",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:951","AttDef",,"value","value","the facet value.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:952","AttDef",,"indexName","indexName",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:953","AttDef",,"encoding","encoding",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:954","AttDef",,"level","level","a code indicating the person's level of knowledge for this language.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:955","AttDef","regular expression pattern","pattern","pattern","specifies a regular expression defining any value that is legal for this notation.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:956","AttDef",,"terminal","terminal",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:957","AttDef","metrical structure, conventional","met","met","contains a user-specified encoding for the conventional metrical structure of the element.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:958","AttDef","metrical structure, realized","real","real","contains a user-specified encoding for the actual realization of the conventional metrical structure applicable to the element.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:959","AttDef","rhyme scheme","rhyme","rhyme","specifies the rhyme scheme applicable to a group of verse lines.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:960","AttDef","enjambement","enjamb","enjamb","indicates that the end of a verse line is marked by enjambement.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:961","AttDef",,"label","label","provides a label (usually a single letter) to identify which part of a rhyme scheme this rhyming string instantiates.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:962","AttDef",,"gender","gender","specifies the gender of the participant group.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:963","AttDef",,"sex","sex","specifies the sex of the participant group.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:964","AttDef","performance","perf","perf",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:965","AttDef",,"discrete","discrete","indicates whether the sound overlaps the surrounding speeches or interrupts them.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:966","AttDef","transition","trans","trans","indicates the nature of the transition between this utterance and the previous one.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:967","AttDef",,"iterated","iterated","indicates whether or not the phenomenon is repeated.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:968","AttDef",,"gradual","gradual","indicates whether the writing is revealed all at once or gradually.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:969","AttDef",,"feature","feature","a paralinguistic feature.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:970","AttDef",,"new","new",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:971","AttDef",,"modality","modality","written or spoken mode.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:972","AttDef",,"replyTo","replyTo","indicates to which previous post the current post replies or refers.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:973","AttDef",,"expand","expand","indicates how references to this class within a content model should be interpreted.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:974","AttDef","split","split","split","gives the list of split values for a merged form.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:975","AttDef",,"location","location","indicates whether the apparatus appears within the running text or external to it.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:976","AttDef","merged into","mergedIn","mergedIn","gives a reference to another element, where the original appears as a merged form.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:977","AttDef","optional","opt","opt","indicates whether the element is optional or not.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:978","AttDef","main language","mainLang","mainLang","supplies a code which identifies the chief language used in the bibliographic work.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:979","AttDef","other languages","otherLangs","otherLangs","one or more codes identifying any other languages used in the bibliographic work.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:980","AttDef",,"defective","defective","indicates whether the passage being quoted is defective, i.e. incomplete through loss or damage.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:981","AttDef",,"class","class","the name of the attribute class",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:982","AttDef","form","form","form","a short project-specific name identifying the physical form of the carrier, for example as a codex, roll, fragment, partial leaf, cutting etc.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:983","AttDef","material","material","material","a short project-defined name for the material composing the majority of the support.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:984","AttDef","columns","columns","columns","specifies the number of columns per page.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:985","AttDef","textual streams","streams","streams","indicates the number of streams per page, each of which contains an independent textual stream.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:986","AttDef","ruled lines","ruledLines","ruledLines","specifies the number of ruled lines per column.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:987","AttDef","written lines","writtenLines","writtenLines","specifies the number of written lines per column.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:988","AttDef","hands","hands","hands","specifies the number of distinct hands identified within the manuscript.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:989","AttDef","contemporary","contemporary","contemporary","specifies whether or not the seal is contemporary with the item to which it is affixed",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:990","AttDef","facsimile","facs","facs","points to one or more images, portions of an image, or surfaces which correspond to the current element.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:991","AttDef",,"change","change",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:992","AttDef",,"attachment","attachment","describes the method by which this surface is or was connected to the main surface.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:993","AttDef",,"flipping","flipping","indicates whether the surface is attached and folded in such a way as to provide two writing surfaces.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:994","AttDef",,"ulx","ulx","gives the x coordinate value for the upper left corner of a rectangular space.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:995","AttDef",,"uly","uly","gives the y coordinate value for the upper left corner of a rectangular space.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:996","AttDef",,"lrx","lrx","gives the x coordinate value for the lower right corner of a rectangular space.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:997","AttDef",,"lry","lry","gives the y coordinate value for the lower right corner of a rectangular space.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:998","AttDef",,"points","points","identifies a line within the container or bounding box specified by the parent element by means of a series of two or more pairs of numbers, each of which gives the x,y coordinates of a point on the line.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:999","AttDef",,"rotate","rotate",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:1000","AttDef","dimension","dim","dim","indicates whether the space is horizontal or vertical.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:1001","AttDef",,"ordered","ordered",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:1002","AttDef","location","loc","loc","indicates the location of the variation, when the location-referenced method of apparatus markup is used.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:1003","AttDef","witness or witnesses","wit","wit","contains a space-delimited list of one or more pointers indicating the witnesses which attest to a given reading.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:1004","AttDef",,"varSeq","varSeq","provides a number indicating the position of this reading in a sequence, when there is reason to presume a sequence to the variants.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:1005","AttDef",,"require","require","supplies a list of namespaces to one of which the permitted elements must belong.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:1006","AttDef",,"tags","tags","supplies one or more valid language tags for the languages specified.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:1007","AttDef",,"tag","tag","supplies a valid language tag for the language concerned.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:1008","AttDef",,"code","code",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:1009","AttDef",,"age","age","specifies the age group of the participants.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:1010","AttDef",,"size","size","states the size of the graph, i.e., the number of its arcs.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:1011","AttDef",,"active","active",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:1012","AttDef",,"mutual","mutual","supplies a list of participants amongst all of whom the relationship holds equally.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:1013","AttDef",,"passive","passive",,,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:1014","AttDef",,"parts","parts","points to constituent nyms.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:1015","AttDef",,"full","full","indicates whether the name component is given in full, as an abbreviation or simply as an initial.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:1016","AttDef","sort","sort","sort","specifies the sort order of the name component in relation to others within the name.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:1017","AttDef",,"when-iso","when-iso","supplies the value of a date or time in a standard form.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:1018","AttDef",,"notBefore-iso","notBefore-iso","specifies the earliest possible date for the event in standard form, e.g. yyyy-mm-dd.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:1019","AttDef",,"notAfter-iso","notAfter-iso","specifies the latest possible date for the event in standard form, e.g. yyyy-mm-dd.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:1020","AttDef",,"from-iso","from-iso","indicates the starting point of the period in standard form.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:1021","AttDef",,"to-iso","to-iso","indicates the ending point of the period in standard form.",,,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:1022","AttDef",,"calendar","calendar","indicates one or more systems or calendars to which the date represented by the content of this element belongs.",,,
