"~id","~labels","gloss","name","id","desc","attributes","classes","kind"
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:229","elementSpec","['utterance']","u","u","['contains a stretch of speech usually preceded and followed by silence or by a change of speaker.']",,"['att.global','att.ascribed.directed','att.declaring','att.notated','att.timed','model.divPart.spoken','model.standOffPart']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:349","elementSpec","[]","facsimile","facsimile","['contains a representation of some written source in the form of a set of images rather than as transcribed or encoded text.']",,"['att.global','att.declaring','model.resource']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:350","elementSpec","[]","sourceDoc","sourceDoc","[]",,"['att.global','att.declaring','model.resource']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:351","elementSpec","[]","surface","surface","[]",,"['att.global','att.coordinated','att.declaring','att.typed']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:352","elementSpec","[]","surfaceGrp","surfaceGrp","[]",,"['att.global','att.declaring','att.typed']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:70","elementSpec","['revision description']","revisionDesc","revisionDesc","['summarizes the revision history for a file.']",,"['att.global','att.docStatus']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:566","elementSpec","['schema specification']","schemaSpec","schemaSpec","['generates a TEI-conformant schema and documentation for it.']",,"['att.global','att.docStatus','att.identified','att.namespaceable','model.encodingDescPart','model.frontPart','model.frontPart']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:290","elementSpec","['origin date']","origDate","origDate","['contains any form of date','used to identify the date of origin for a manuscript','manuscript part','or other object.']",,"['att.global','att.calendarSystem','att.datable','att.dimensions','att.editLike','att.typed','model.pPart.msdesc']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:291","elementSpec","['origin place']","origPlace","origPlace","['contains any form of place name','used to identify the place of origin for a manuscript','manuscript part','or other object.']",,"['att.global','att.datable','att.editLike','att.naming','att.typed','model.pPart.msdesc']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:337","elementSpec","['origin']","origin","origin","['contains any descriptive or other information concerning the origin of a manuscript','manuscript part','or other object.']",,"['att.global','att.datable','att.editLike']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:359","elementSpec","['editorial expansion']","ex","ex","['contains a sequence of letters added by an editor or transcriber when expanding an abbreviation.']",,"['att.global','att.dimensions','att.editLike','model.choicePart','model.pPart.editorial']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:368","elementSpec","['supplied']","supplied","supplied","['signifies text supplied by the transcriber or editor for any reason; for example because the original cannot be read due to physical damage','or because of an obvious omission by the author or scribe.']",,"['att.global','att.dimensions','att.editLike','model.choicePart','model.pPart.transcriptional']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:369","elementSpec","['surplus']","surplus","surplus","['marks text present in the source which the editor believes to be superfluous or redundant.']",,"['att.global','att.dimensions','att.editLike','model.pPart.transcriptional']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:370","elementSpec","['secluded text']","secl","secl","['Secluded. Marks text present in the source which the editor believes to be genuine but out of its original place (which is unknown).']",,"['att.global','att.dimensions','att.editLike','model.pPart.transcriptional']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:414","elementSpec","['name of an event']","eventName","eventName","['contains a proper noun or noun phrase used to refer to an event.']",,"['att.global','att.datable','att.editLike','att.personal','att.typed','model.nameLike']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:416","elementSpec","['age']","age","age","['specifies the age of a person.']",,"['att.global','att.datable','att.dimensions','att.editLike','att.typed','model.persStateLike']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:417","elementSpec","['birth']","birth","birth","['contains information about a person's birth','such as its date and place.']",,"['att.global','att.datable','att.dimensions','att.editLike','att.naming','att.typed','model.personPart']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:419","elementSpec","['death']","death","death","['contains information about a person's death','such as its date and place.']",,"['att.global','att.datable','att.dimensions','att.editLike','att.naming','att.typed','model.personPart']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:420","elementSpec","['education']","education","education","['contains a description of the educational experience of a person.']",,"['att.global','att.datable','att.editLike','att.naming','att.typed','model.persStateLike']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:421","elementSpec","['event']","event","event","['contains data relating to anything of significance that happens in time.']",,"['att.global','att.datable','att.editLike','att.locatable','att.naming','att.sortable','att.typed','model.eventLike']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:423","elementSpec","['floruit']","floruit","floruit","['contains information about a person's period of activity.']",,"['att.global','att.datable','att.dimensions','att.editLike','model.persStateLike']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:424","elementSpec","['gender']","gender","gender","['specifies the gender identity of a person','persona','or character.']",,"['att.global','att.datable','att.editLike','att.typed','model.persStateLike']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:426","elementSpec","['language knowledge']","langKnowledge","langKnowledge","[]",,"['att.global','att.datable','att.editLike','att.typed','model.persStateLike']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:427","elementSpec","['language known']","langKnown","langKnown","['summarizes the state of a person's linguistic competence','i.e.','knowledge of a single language.']",,"['att.global','att.datable','att.editLike']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:434","elementSpec","['nationality']","nationality","nationality","['contains an informal description of a person's present or past nationality or citizenship.']",,"['att.global','att.datable','att.editLike','att.naming','att.typed','model.persStateLike']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:435","elementSpec","['occupation']","occupation","occupation","['contains an informal description of a person's trade','profession or occupation.']",,"['att.global','att.datable','att.editLike','att.naming','att.typed','model.persStateLike']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:436","elementSpec","['organization']","org","org","['provides information about an identifiable organization such as a business','a tribe','or any other grouping of people.']",,"['att.global','att.editLike','att.sortable','att.typed','model.personLike']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:437","elementSpec","['person']","person","person","['provides information about an identifiable individual','for example a participant in a language interaction','or a person referred to in a historical source.']",,"['att.global','att.editLike','att.sortable','model.personLike']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:438","elementSpec","[]","persona","persona","['provides information about one of the personalities identified for a given individual','where an individual has multiple personalities.']",,"['att.global','att.editLike','att.sortable','model.persStateLike']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:441","elementSpec","['place']","place","place","['contains data about a geographic location.']",,"['att.global','att.editLike','att.sortable','att.typed','model.placeLike']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:444","elementSpec","['residence']","residence","residence","['describes a person's present or past places of residence.']",,"['att.global','att.datable','att.editLike','att.naming','att.typed','model.persStateLike']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:445","elementSpec","['sex']","sex","sex","['specifies the sex of an organism.']",,"['att.global','att.datable','att.editLike','att.typed','model.persStateLike']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:446","elementSpec","['socio-economic status']","socecStatus","socecStatus","['contains an informal description of a person's perceived social or economic status.']",,"['att.global','att.datable','att.editLike','att.naming','att.typed','model.persStateLike']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:43","elementSpec","['reference state']","refState","refState","['specifies one component of a canonical reference defined by the milestone method.']",,"['att.global','att.edition','att.milestoneUnit']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:578","elementSpec","['equivalent']","equiv","equiv","['specifies a component which is considered equivalent to the parent element','either by co-reference','or by external link.']",,"['att.global','att.internetMedia','att.predicate','model.identEquiv']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:633","ClassSpec",,"att.measurement","att.measurement",,"[]",,
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:245","elementSpec","['orthographic form']","orth","orth","['gives the orthographic form of a dictionary headword.']",,"['att.global','att.lexicographic','att.notated','att.partials','att.typed','model.entryPart','model.formPart']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:246","elementSpec","['pronunciation']","pron","pron","['contains the pronunciation(s) of the word.']",,"['att.global','att.lexicographic','att.notated','att.partials','att.typed','model.entryPart','model.formPart']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:247","elementSpec","['hyphenation']","hyph","hyph","['contains a hyphenated form of a dictionary headword','or hyphenation information in some other form.']",,"['att.global','att.lexicographic','att.notated','model.entryPart','model.formPart']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:248","elementSpec","['syllabification']","syll","syll","['contains the syllabification of the headword.']",,"['att.global','att.lexicographic','att.notated','model.entryPart','model.formPart']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:249","elementSpec","['stress']","stress","stress","['contains the stress pattern for a dictionary headword','if given separately.']",,"['att.global','att.notated','model.formPart']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:276","elementSpec","['orthographic-form reference']","oRef","oRef","['in a dictionary example','indicates a reference to the orthographic form(s) of the headword.']",,"['att.global','att.lexicographic','att.notated','att.pointing','att.typed','model.ptrLike.form']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:277","elementSpec","['pronunciation reference']","pRef","pRef","['in a dictionary example','indicates a reference to the pronunciation(s) of the headword.']",,"['att.global','att.lexicographic','att.notated','att.pointing','model.ptrLike.form']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:156","elementSpec","['speech']","sp","sp","['contains an individual speech in a performance text','or a passage presented as such in a prose or verse text.']",,"['att.global','att.ascribed.directed','att.placement','att.written','model.divPart']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:157","elementSpec","[]","speaker","speaker","['contains a specialized form of heading or label','giving the name of one or more speakers in a dramatic text or fragment.']",,"['att.global','att.placement','att.written']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:360","elementSpec","['forme work']","fw","fw","['contains a running head (e.g. a header','footer)','catchword','or similar material appearing on the current page.']",,"['att.global','att.placement','att.typed','att.written','model.milestoneLike']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:374","elementSpec","[]","metamark","metamark","['contains or describes any kind of graphic or written signal within a document the function of which is to determine how it should be read rather than forming part of the actual content of the document.']",,"['att.global','att.placement','att.spanning','model.global']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:385","elementSpec","['witness detail']","witDetail","witDetail","['gives further information about a particular witness','or witnesses','to a particular reading.']",,"['att.global','att.placement','att.pointing','att.typed','model.global.edit']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:14","elementSpec","[]","licence","licence","['contains information about a licence or other legal agreement applicable to the text.']",,"['att.global','att.datable','att.pointing','model.availabilityPart']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:63","elementSpec","['category reference']","catRef","catRef","['specifies one or more defined categories within some taxonomy or text typology.']",,"['att.global','att.pointing']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:65","elementSpec","['calendar']","calendar","calendar","['describes a calendar or dating system used in a dating formula in the text.']",,"['att.global','att.pointing','att.typed']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:367","elementSpec","['substitution join']","substJoin","substJoin","['identifies a series of possibly fragmented additions','deletions','or other revisions on a manuscript that combine to make up a single intervention in the text.']",,"['att.global','att.dimensions','att.pointing','att.transcriptional','model.global.meta']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:490","elementSpec","[]","annotation","annotation","[]",,"['att.global','att.pointing','model.annotationLike']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:548","elementSpec","[]","precision","precision","['indicates the numerical accuracy or precision associated with some aspect of the text markup.']",,"['att.global','att.datable','att.ranging','att.scoping','model.certLike','model.global.meta']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:20","elementSpec","['schema reference']","schemaRef","schemaRef","['describes or points to a related customization or schema file.']",,"['att.global','att.resourced','att.typed','model.encodingDescPart']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:59","elementSpec","['language']","language","language","['characterizes a single language or sublanguage used within a text.']",,"['att.global','att.scope']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:549","elementSpec","[]","certainty","certainty","['indicates the degree of certainty associated with some aspect of the text markup.']",,"['att.global','att.scoping','att.typed','model.certLike','model.global.meta']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:67","elementSpec","['correspondence action']","correspAction","correspAction","['contains a structured description of the place','the name of a person/organization and the date related to the sending/receiving of a message or any other action related to the correspondence.']",,"['att.global','att.sortable','att.typed','model.correspDescPart']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:118","elementSpec","['item']","item","item","['contains one component of a list.']",,"['att.global','att.sortable']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:238","elementSpec","['super entry']","superEntry","superEntry","['groups a sequence of entries within any kind of lexical resource','such as a dictionary or lexicon which function as a single unit','for example a set of homographs.']",,"['att.global','att.entryLike','att.sortable','model.entryLike','model.entryPart']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:239","elementSpec","['entry']","entry","entry","['contains a single structured entry in any kind of lexical resource','such as a dictionary or lexicon.']",,"['att.global','att.entryLike','att.sortable','model.entryLike','model.entryPart.top']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:240","elementSpec","['unstructured entry']","entryFree","entryFree","['contains a single unstructured entry in any kind of lexical resource','such as a dictionary or lexicon.']",,"['att.global','att.entryLike','att.lexicographic','att.sortable','model.entryLike']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:372","elementSpec","[]","listChange","listChange","['groups a number of change descriptions associated with either the creation of a source text or the revision of an encoded text.']",,"['att.global','att.sortable','att.typed','model.standOffPart']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:439","elementSpec","['personal group']","personGrp","personGrp","['describes a group of individuals treated as a single person for analytic purposes.']",,"['att.global','att.sortable','model.personLike']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:454","elementSpec","['canonical name']","nym","nym","['contains the definition for a canonical name or name component of any kind.']",,"['att.global','att.sortable','att.typed']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:357","elementSpec","['damaged span of text']","damageSpan","damageSpan","['marks the beginning of a longer sequence of text which is damaged in some way but still legible.']",,"['att.global','att.damaged','att.spanning','att.typed','model.global.edit']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:358","elementSpec","['deleted span of text']","delSpan","delSpan","['marks the beginning of a longer sequence of text deleted','marked as deleted','or otherwise signaled as superfluous or spurious by an author','scribe','annotator','or corrector.']",,"['att.global','att.dimensions','att.spanning','att.transcriptional','att.typed','model.global.edit']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:376","elementSpec","[]","redo","redo","['indicates one or more cancelled interventions in a document which have subsequently been marked as reaffirmed or repeated.']",,"['att.global','att.dimensions','att.spanning','att.transcriptional','model.linePart','model.pPart.transcriptional']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:377","elementSpec","[]","retrace","retrace","['contains a sequence of writing which has been retraced','for example by over-inking','to clarify or fix it.']",,"['att.global','att.dimensions','att.spanning','att.transcriptional','model.linePart','model.pPart.transcriptional']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:379","elementSpec","[]","undo","undo","['indicates one or more marked-up interventions in a document which have subsequently been marked for cancellation.']",,"['att.global','att.dimensions','att.spanning','att.transcriptional','model.linePart','model.pPart.transcriptional']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:35","elementSpec","['rendition']","rendition","rendition","['supplies information about the rendition or appearance of one or more elements in the source text.']",,"['att.global','att.styleDef']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:458","elementSpec","['cell']","cell","cell","['contains one cell of a table.']",,"['att.global','att.tableDecoration']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:53","elementSpec","[]","application","application","['provides information about an application which has acted upon the document.']",,"['att.global','att.datable','att.typed','model.applicationLike']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:87","elementSpec","['ruby base']","rb","rb","['contains the base text annotated by a ruby gloss.']",,"['att.global','att.typed']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:153","elementSpec","[]","relatedItem","relatedItem","['contains or references some other bibliographic item which is related to the present one in some specified manner','for example as a constituent or alternative version of it.']",,"['att.global','att.typed','model.biblPart']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:173","elementSpec","['automatically generated text division']","divGen","divGen","['indicates the location at which a textual division generated automatically by a text-processing application is to appear.']",,"['att.global','att.typed','model.divGenLike','model.frontPart']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:184","elementSpec","['title page']","titlePage","titlePage","['contains the title page of a text','appearing within the front or back matter.']",,"['att.global','att.typed','model.frontPart']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:186","elementSpec","['title part']","titlePart","titlePart","['contains a subsection or division of the title of a work','as indicated on a title page.']",,"['att.global','att.typed','model.pLike.front','model.titlepagePart']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:194","elementSpec","['character or glyph']","g","g","['represents a glyph','or a non-standard character.']",,"['att.global','att.typed','model.gLike']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:199","elementSpec","['character mapping']","mapping","mapping","[]",,"['att.global','att.datable','att.typed']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:205","elementSpec","[]","rhyme","rhyme","['marks the rhyming part of a metrical line.']",,"['att.global','att.typed','model.lPart']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:212","elementSpec","['cast list item']","castItem","castItem","['contains a single entry within a cast list','describing either a single role or a list of non-speaking roles.']",,"['att.global','att.typed']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:216","elementSpec","['speech group']","spGrp","spGrp","[]",,"['att.global','att.ascribed.directed','att.typed','model.divPart']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:217","elementSpec","['movement']","move","move","['marks the actual movement of one or more characters.']",,"['att.global','att.ascribed.directed','att.typed','model.stageLike']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:219","elementSpec","['camera']","camera","camera","['describes a particular camera angle or viewpoint in a screen play.']",,"['att.global','att.typed','model.stageLike']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:220","elementSpec","['sound']","sound","sound","['describes a sound effect or musical sequence specified within a screen play or radio script.']",,"['att.global','att.typed','model.stageLike']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:222","elementSpec","['technical stage direction']","tech","tech","['describes a special-purpose stage direction that is not meant for the actors.']",,"['att.global','att.typed','model.stageLike']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:244","elementSpec","['form information group']","form","form","['groups all the information on the written and spoken forms of one headword.']",,"['att.global','att.lexicographic','att.typed','model.entryPart','model.entryPart.top','model.formPart']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:250","elementSpec","['grammatical information']","gram","gram","['within an entry in a dictionary or a terminological data file','contains grammatical information relating to a term','word','or form.']",,"['att.global','att.lexicographic','att.typed','model.morphLike']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:257","elementSpec","['inflectional class']","iType","iType","['indicates the inflectional class associated with a lexical item.']",,"['att.global','att.lexicographic','att.typed','model.morphLike']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:265","elementSpec","['grammatical information group']","gramGrp","gramGrp","[]",,"['att.global','att.lexicographic','att.typed','model.entryPart','model.entryPart.top','model.lexicalRefinement']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:268","elementSpec","['collocate']","colloc","colloc","['contains any sequence of words that co-occur with the headword with significant frequency.']",,"['att.global','att.lexicographic','att.typed','model.entryPart','model.lexicalRefinement']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:270","elementSpec","['etymology']","etym","etym","['encloses the etymological information in a dictionary entry.']",,"['att.global','att.lexicographic','att.typed','model.entryPart','model.entryPart.top']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:272","elementSpec","['usage']","usg","usg","['contains usage information in a dictionary entry.']",,"['att.global','att.lexicographic','att.typed','model.entryPart','model.entryPart.top','model.lexicalRefinement']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:273","elementSpec","['label']","lbl","lbl","['contains a label for a form','example','translation','or other piece of information','e.g. abbreviation for','contraction of','literally','approximately','synonyms:','etc.']",,"['att.global','att.lexicographic','att.typed','model.entryPart','model.entryPart.top','model.lexicalRefinement']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:274","elementSpec","['cross-reference phrase']","xr","xr","['contains a phrase','sentence','or icon referring the reader to some other location in this or another text.']",,"['att.global','att.lexicographic','att.typed','model.entryPart','model.entryPart.top']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:275","elementSpec","['related entry']","re","re","['contains a dictionary entry for a lexical item related to the headword','such as a compound phrase or derived form','embedded inside a larger entry.']",,"['att.global','att.lexicographic','att.typed','model.entryPart','model.entryPart.top']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:280","elementSpec","['dimensions']","dimensions","dimensions","['contains a dimensional specification.']",,"['att.global','att.dimensions','att.typed','model.pPart.msdesc']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:281","elementSpec","[]","dim","dim","['contains any single measurement forming part of a dimensional specification of some sort.']",,"['att.global','att.dimensions','att.typed','model.measureLike']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:294","elementSpec","['stamp']","stamp","stamp","['contains a word or phrase describing a stamp or similar device.']",,"['att.global','att.datable','att.typed','model.pPart.msdesc']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:299","elementSpec","['collection']","collection","collection","['contains the name of a collection of manuscripts or other objects','not necessarily located within a single repository.']",,"['att.global','att.naming','att.typed']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:300","elementSpec","['alternative identifier']","altIdentifier","altIdentifier","['contains an alternative or former structured identifier used for a manuscript or other object','such as a former catalogue number.']",,"['att.global','att.datable','att.typed']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:301","elementSpec","['manuscript name']","msName","msName","['contains a proper noun or noun phrase used for a manuscript','or other object','as opposed to a formal identification number or classmark.']",,"['att.global','att.typed']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:303","elementSpec","['explicit']","explicit","explicit","[]",,"['att.global','att.msExcerpt','att.typed','model.biblPart','model.msQuoteLike']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:305","elementSpec","['final rubric']","finalRubric","finalRubric","['contains the string of words that denotes the end of a text division','often with an assertion as to its author and title','usually set off from the text itself by red ink','by a different size or type of script','or by some other such visual device.']",,"['att.global','att.msExcerpt','att.typed','model.msQuoteLike']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:306","elementSpec","[]","incipit","incipit","[]",,"['att.global','att.msExcerpt','att.typed','model.biblPart','model.msQuoteLike']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:310","elementSpec","['rubric']","rubric","rubric","[]",,"['att.global','att.msExcerpt','att.typed','model.msQuoteLike']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:329","elementSpec","['note on decoration']","decoNote","decoNote","['contains a note describing either a decorative component of a manuscript or other object','or a fairly homogenous class of such components.']",,"['att.global','att.typed','model.biblPart','model.msItemPart']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:334","elementSpec","['seal']","seal","seal","['contains a description of one seal or similar applied to the object described.']",,"['att.global','att.datable','att.typed']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:335","elementSpec","['accompanying material']","accMat","accMat","['contains details of any significant additional material which may be closely associated with the manuscript or object being described','such as non-contemporaneous documents or fragments bound in with it at some earlier historical period.']",,"['att.global','att.typed','model.physDescPart']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:338","elementSpec","['provenance']","provenance","provenance","['contains any descriptive or other information concerning a single identifiable episode during the history of a manuscript','manuscript part','or other object after its creation but before its acquisition.']",,"['att.global','att.datable','att.typed']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:345","elementSpec","['custodial event']","custEvent","custEvent","['describes a single event during the custodial history of a manuscript or other object.']",,"['att.global','att.datable','att.typed']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:353","elementSpec","[]","zone","zone","[]",,"['att.global','att.coordinated','att.typed','att.written','model.linePart','model.standOffPart']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:354","elementSpec","['path']","path","path","[]",,"['att.global','att.coordinated','att.typed','att.written','model.linePart']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:356","elementSpec","['damage']","damage","damage","['contains an area of damage to the text witness.']",,"['att.global','att.damaged','att.typed','model.linePart','model.pPart.transcriptional']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:364","elementSpec","['restore']","restore","restore","['indicates restoration of text to an earlier state by cancellation of an editorial or authorial marking or instruction.']",,"['att.global','att.dimensions','att.transcriptional','att.typed','model.linePart','model.pPart.transcriptional']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:365","elementSpec","['space']","space","space","['indicates the location of a significant space in the text.']",,"['att.global','att.dimensions','att.typed','model.global.edit']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:371","elementSpec","[]","line","line","['contains the transcription of a topographic line in the source document.']",,"['att.global','att.coordinated','att.typed','att.written','model.linePart']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:380","elementSpec","['apparatus entry']","app","app","['contains one entry in a critical apparatus','with an optional lemma and usually one or more readings or notes on the relevant passage.']",,"['att.global','att.typed','model.global.edit']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:467","elementSpec","['constitution']","constitution","constitution","['describes the internal composition of a text or text sample','for example as fragmentary','complete','etc.']",,"['att.global','att.typed','model.textDescPart']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:468","elementSpec","['derivation']","derivation","derivation","['describes the nature and extent of originality of this text.']",,"['att.global','att.typed','model.textDescPart']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:469","elementSpec","['domain of use']","domain","domain","['describes the most important social context in which the text was realized or for which it is intended','for example private vs. public','education','religion','etc.']",,"['att.global','att.typed','model.textDescPart']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:470","elementSpec","['factuality']","factuality","factuality","['describes the extent to which the text may be regarded as imaginative or non-imaginative','that is','as describing a fictional or a non-fictional world.']",,"['att.global','att.typed','model.textDescPart']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:471","elementSpec","['interaction']","interaction","interaction","['describes the extent','cardinality and nature of any interaction among those producing and experiencing the text','for example in the form of response or interjection','commentary','etc.']",,"['att.global','att.typed','model.textDescPart']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:472","elementSpec","['preparedness']","preparedness","preparedness","['describes the extent to which a text may be regarded as prepared or spontaneous.']",,"['att.global','att.typed','model.textDescPart']",
"4:acfb8eb9-28f8-44a8-ac58-60efa7ec3987:473","elementSpec","[]","purpose","purpose","['characterizes a single purpose or communicative function of the text.']",,"['att.global','att.typed']",
